logp_cosmo_full,logp_all_full,logp_cosmo_fisher,logp_all_fisher
-65.04488490517636,-287.032372239436,-68.1875358760616,-295.34816676409037
-8310.217274887766,-8799.63044024272,-8175.928237039204,-8703.983870562768
-169797.11172926985,-157685.38464683635,-143183.20495687315,-134933.5593244751
-90741.88329483675,-85819.76966711634,-104734.06523323603,-97837.97393541232
-173.29481797978488,-183.38633008384886,-221.81779635000925,-171.7813324236601
-92948.3087693717,-95989.14587518036,-81848.99809494258,-84215.54058916912
-542.4735314562284,-417.23192961912633,-467.99692627187824,-366.25521811458117
-40191.68737982311,-41814.04605780573,-43056.205971892,-45028.15051992736
-190090.050264751,-206310.1839221613,-159228.6699824324,-170506.28872436634
-70.06477708844477,-367.77229734640173,-56.83709412853688,-391.1742631817252
-23785.862088918864,-27683.868503530408,-21660.04158418479,-24805.474290210692
-1728.501425580045,-2468.054531068553,-1633.5882829284737,-2328.6610138282663
-55728.5285296462,-52594.962334735435,-60305.07431316416,-56654.388864870976
-157530.60864256363,-164860.51928064472,-133238.28372138916,-138365.7028240086
-5797.895159672273,-4671.878962563306,-5605.50898744594,-4534.231764342537
-114720.3786511449,-116845.09753047257,-134462.51269599324,-137660.41669976755
-11597.854692356917,-13324.716553935381,-12166.173664143353,-14114.25069116855
-25666.108449937772,-24645.30802203323,-27776.98193999419,-26632.66767720053
-61686.19030851111,-61418.39067173581,-68622.78795619286,-68429.83748974782
-16339.367066639763,-16302.973295827258,-17414.51368290459,-17405.03225711854
-4315.743997028785,-4545.354882523192,-4303.965697372165,-4577.2014530600245
-11809.55171444208,-8985.661142530855,-12699.284129006672,-9564.813212517536
-3282.4514015892846,-3807.641405784915,-3221.044069075365,-3795.514907258938
-70329.59689752819,-69856.56371615663,-61697.3554511721,-61206.34356479247
-77.90000182212606,-267.1742013649214,-131.88714944362465,-295.20556937294776
-31979.66122606619,-33133.94098808275,-34735.25385945526,-36238.344029978696
-39607.79186482215,-36847.1351418608,-36325.69583590375,-33975.404093870995
-78482.04099376914,-81183.39014755543,-88181.83236162862,-91871.25204524334
-2993.6968730277226,-2759.6581754041567,-2965.6978496096112,-2762.6718512172492
-22007.779815115264,-24668.6872218702,-20404.18797337957,-22675.64570718097
-21681.91649901197,-21141.19695932451,-22238.23525359836,-21655.524418081888
-67.6403839516345,-352.27648555333394,-70.49017926630057,-364.67466826911027
-20295.423317588793,-20356.218966382123,-18920.383075286216,-19026.899371182255
-13956.45141400455,-13951.044540532332,-14822.527960695477,-14825.772205642359
-2682.2974304597865,-2818.8879724831454,-2724.8620157275873,-2870.572660342694
-6086.199908767273,-5632.91054295513,-6278.479335586079,-5781.262846004056
-14680.301250386667,-14955.57589905322,-13519.305005079375,-13709.5610869863
-39890.565301208815,-43346.19066955721,-43125.52678195776,-47385.87250627156
-169028.47661324468,-176132.15536597147,-141777.24443960196,-146445.97435826104
-256310.27225785647,-265746.44700504333,-210123.7079261002,-216105.15261040154
