,ssgsggG_SNR2,ssgsggG_FoM1U,ssgsggG_FoM2U,ssgsggG_FoM1,ssgsggG_FoM2,ssgsggG_FoM1P,ssgsggG_FoM2P,ssgsggG_FoM1N,ssgsggG_FoM2N,ssgsggG_FoM1NP,ssgsggG_FoM2NP,ssgsggNG_SNR2,ssgsggNG_FoM1U,ssgsggNG_FoM2U,ssgsggNG_FoM1,ssgsggNG_FoM2,ssgsggNG_FoM1P,ssgsggNG_FoM2P,ssgsggNG_FoM1N,ssgsggNG_FoM2N,ssgsggNG_FoM1NP,ssgsggNG_FoM2NP,ssgsG_SNR2,ssgsG_FoM1U,ssgsG_FoM2U,ssgsG_FoM1,ssgsG_FoM2,ssgsG_FoM1P,ssgsG_FoM2P,ssgsG_FoM1N,ssgsG_FoM2N,ssgsG_FoM1NP,ssgsG_FoM2NP,ssgsNG_SNR2,ssgsNG_FoM1U,ssgsNG_FoM2U,ssgsNG_FoM1,ssgsNG_FoM2,ssgsNG_FoM1P,ssgsNG_FoM2P,ssgsNG_FoM1N,ssgsNG_FoM2N,ssgsNG_FoM1NP,ssgsNG_FoM2NP,ssggG_SNR2,ssggG_FoM1U,ssggG_FoM2U,ssggG_FoM1,ssggG_FoM2,ssggG_FoM1P,ssggG_FoM2P,ssggG_FoM1N,ssggG_FoM2N,ssggG_FoM1NP,ssggG_FoM2NP,ssggNG_SNR2,ssggNG_FoM1U,ssggNG_FoM2U,ssggNG_FoM1,ssggNG_FoM2,ssggNG_FoM1P,ssggNG_FoM2P,ssggNG_FoM1N,ssggNG_FoM2N,ssggNG_FoM1NP,ssggNG_FoM2NP,ssG_SNR2,ssG_FoM1U,ssG_FoM2U,ssG_FoM1,ssG_FoM2,ssG_FoM1P,ssG_FoM2P,ssG_FoM1N,ssG_FoM2N,ssG_FoM1NP,ssG_FoM2NP,ssNG_SNR2,ssNG_FoM1U,ssNG_FoM2U,ssNG_FoM1,ssNG_FoM2,ssNG_FoM1P,ssNG_FoM2P,ssNG_FoM1N,ssNG_FoM2N,ssNG_FoM1NP,ssNG_FoM2NP,gsggG_SNR2,gsggG_FoM1U,gsggG_FoM2U,gsggG_FoM1,gsggG_FoM2,gsggG_FoM1P,gsggG_FoM2P,gsggG_FoM1N,gsggG_FoM2N,gsggG_FoM1NP,gsggG_FoM2NP,gsggNG_SNR2,gsggNG_FoM1U,gsggNG_FoM2U,gsggNG_FoM1,gsggNG_FoM2,gsggNG_FoM1P,gsggNG_FoM2P,gsggNG_FoM1N,gsggNG_FoM2N,gsggNG_FoM1NP,gsggNG_FoM2NP,gsG_SNR2,gsG_FoM1U,gsG_FoM2U,gsG_FoM1,gsG_FoM2,gsG_FoM1P,gsG_FoM2P,gsG_FoM1N,gsG_FoM2N,gsG_FoM1NP,gsG_FoM2NP,gsNG_SNR2,gsNG_FoM1U,gsNG_FoM2U,gsNG_FoM1,gsNG_FoM2,gsNG_FoM1P,gsNG_FoM2P,gsNG_FoM1N,gsNG_FoM2N,gsNG_FoM1NP,gsNG_FoM2NP,ggG_SNR2,ggG_FoM1U,ggG_FoM2U,ggG_FoM1,ggG_FoM2,ggG_FoM1P,ggG_FoM2P,ggG_FoM1N,ggG_FoM2N,ggG_FoM1NP,ggG_FoM2NP,ggNG_SNR2,ggNG_FoM1U,ggNG_FoM2U,ggNG_FoM1,ggNG_FoM2,ggNG_FoM1P,ggNG_FoM2P,ggNG_FoM1N,ggNG_FoM2N,ggNG_FoM1NP,ggNG_FoM2NP
base,298379.87021849235,232810.80592203003,865844.2583113133,12869.815871190833,19693.939676746868,69423.7474047352,185624.67353463243,19902.596629726097,107442.67754133561,173732.79044797336,537234.4481676806,290376.88464512327,205453.41117871163,524281.8195848917,9248.870798942451,16514.06228034287,61609.74842409084,109217.33688453716,17561.62453641576,99902.20203509596,149096.65913614645,383393.85573388543,117748.80719949072,66568.41953702524,423011.7524953186,4265.16544849112,4925.477913275581,28589.87538220048,110282.42238279314,5931.8781288394175,25091.988822838586,44341.36420360346,227559.91512926115,116745.22543247798,54237.59245381479,207068.08717667835,3117.2087664773976,4066.627232288919,23807.459653605438,62352.2954482918,4713.5999448848215,22343.49119543418,43131.13171048547,140486.94350120143,266465.22369870753,190983.55095414823,739795.7223796592,410.9973864313625,1934.8776147430353,23296.537915938137,98911.87341822051,5146.713565638194,34705.886237875005,142562.16606967885,462198.4072209,229444.6505929752,143099.91791057718,393753.97479546745,398.86088112361944,1770.7551294855814,21853.798655089176,56234.473318527096,4956.014090363154,33937.81211294043,89680.26937589118,272744.44783371815,65090.04159040042,27054.418974668988,249087.23627263124,82.63091111495666,234.1601494884023,7263.687008592551,47040.221576401906,255.01688131039762,2721.309331987398,12161.656976376355,106236.78769909262,19066.551711985165,22038.759955135345,105994.12008855073,75.50413436594353,217.60222773636525,6185.807737253697,26323.80766162129,244.59263771435926,2637.707178134514,12093.524815604715,60063.405027436296,254682.52360017036,188506.10265910163,477233.16323961876,5226.820539904102,6209.771527856804,50816.34029221895,108198.1027252718,16572.56576434896,76641.55688696167,148959.98619020442,380821.81585947017,250422.67154314087,178552.02926019716,429290.50665407366,5002.8680706181,6017.529916646043,46613.86325311722,84433.13230371126,14746.36200562862,72225.77128023248,136703.40975841583,337772.71805648075,67770.42125685692,10198.136182423475,27555.54744218784,623.1218993619956,908.7183113298901,3369.878683776085,2682.195941875085,1691.2256564514182,10944.596504897514,9289.22334509677,26101.953448035118,61201.33847195409,10194.805455089696,27544.718587805615,622.6451729415759,907.6637082975008,3355.830295552549,2673.699283431177,1686.2874550039792,10927.325426777004,9280.319704849704,26086.629597535935,206821.19329913604,3546.1897641123987,43295.19853259348,212.89005717546576,683.9839905014012,3318.631375617347,4129.591991597214,1723.5823130949625,17053.77911215748,3524.2923735700574,43073.23648110783,206080.07285862454,3545.026780344036,43288.05908127642,212.88627752556917,683.962641538337,3317.4324048504936,4128.796335305664,1723.5043503762024,17053.32530158853,3523.1605826537893,43066.280497197055
tomo_0to3,45663.66400767621,19023.849712553365,93883.40746001047,3135.9019422848437,2463.7226432650205,8331.589169951596,33206.63150301505,3315.0221124821464,12424.50163997194,15702.137893296005,71419.51156753601,42467.365771547535,18770.30804915502,60065.19733506934,2076.8824241601305,1988.5958823083326,7854.471739018579,20754.885366604645,2419.7810319945183,10504.34680340916,15407.14441808303,46565.60465626062,18580.84948405713,4631.319758255529,42323.79466449414,1180.3008162707763,693.6614749860414,3054.12243636405,16559.62854420414,1384.9725833524237,3546.930391942636,3621.265263411566,30876.729394610684,15575.284626377994,4402.970344872326,22400.416150470774,836.8698697630311,567.8041367518449,2958.8054487244995,11166.835719926512,1026.8672125729697,3049.3818744026166,3584.1546636498947,17187.63212731411,36974.32905596545,12157.015481148583,65176.981104559236,75.0482905015201,289.67896219697957,3984.1679370967045,21464.522486967726,547.1291880347584,4286.125839538837,11605.89895837267,52404.57360021648,34140.15049290021,10403.176928593068,36568.48095986019,74.86601700468603,283.3865642012646,3976.454382527788,11974.476452150828,542.7372164488689,4265.3559027729325,8915.649588440252,29801.23526872498,6766.819422722421,1394.6330066386379,20455.24958248975,7.13409041360486,15.740151668976983,588.6215620371878,5210.543874993166,18.091449222511667,258.7010437267288,1161.9237344349467,14613.162010376629,1986.4460385655175,1381.715090649822,10487.947000200587,6.860598947789398,15.325334848650837,580.2406245477722,3930.1440216738956,17.12952851600664,250.48468008235656,1113.595774852824,7774.434066328021,42288.085313744894,18201.68526195284,73820.13219012906,679.3321991031969,870.8264252613974,6600.030682057383,24816.339448984963,1416.1766655890515,7567.335493598984,15323.851904313082,58999.3195779634,39862.29571553802,17643.570218774577,54591.37359258837,648.1224497844551,847.6161239392069,6125.416331490427,17731.942710295767,1335.9363265580528,7348.980905985596,14470.374859085432,42610.98744948604,14643.286805109976,1968.2332877154581,3805.9934207726146,59.070970209168784,77.657793152543,776.8375537643087,354.1081521234799,330.1914680453442,1488.7456099583537,1589.9218869472832,3379.369015450684,10296.258908020485,1960.8511470299638,3797.7904237086195,59.0279993091832,77.6082949943611,774.3602641006157,351.9215364629086,328.4787113363093,1484.029732993527,1589.4831608537502,3377.8081377142307,31990.695998014668,2922.6048944614336,11130.43650153992,25.922354289451405,92.34673368900741,2372.4921280583058,1142.372833523056,413.05862249895466,3500.7137073911445,2896.9958280365163,11070.905543366078,31823.4157296861,2921.4476524946913,11128.21103369768,25.920112370884176,92.34096058198105,2371.8336266103875,1142.0414280361713,413.04447526042605,3500.580682791653,2895.870741046484,11068.734051751217
tomo_1to4,66244.82545922263,33398.78263221536,156677.2795999682,2537.2170724072867,2663.4110012933647,14250.206530702513,52125.596655394394,3496.3533889876735,16070.679779844075,27597.508925784183,115464.19272544628,58637.746302444764,32407.251096701762,97375.49643815485,2085.081347939524,2330.719773894625,12660.008857050621,29444.62615886594,2987.9443281045023,14800.40572225547,26000.18742095349,74769.59657502573,25026.541944900513,7425.323564475455,68981.82890512355,472.3961769291708,588.6443846685752,4588.219075680589,26615.533175219116,1023.2230948116843,3986.8370885524237,6072.81435205814,49608.16343723774,17684.8565417432,7106.397034261162,33393.89655464474,448.81362211461936,544.4021574450655,4469.983088750357,15633.022991216143,931.8168700287135,3777.82448963297,5957.247689438151,26639.47009464967,58612.80389464085,21865.767434694037,119749.10376052883,65.79320224775407,343.9473567077558,5113.145554065521,29908.645482981596,1126.525435690232,7663.541570085969,20259.03430819845,90530.51651937142,49503.06285233746,17511.758908817403,59425.837149331215,63.78671421749458,329.19733282642983,5063.309437943454,16120.274797275524,1111.4790940694772,7595.267385132142,14518.70323779165,49093.376559085795,13556.22478561943,2953.9258830962553,41183.29317060536,11.04345408432319,29.200353888214313,1038.0633328743913,9689.961419422005,33.640440779863695,455.12919509171184,2134.8195893463994,25876.485755176054,3259.2066754519938,2890.5139490702395,18517.739564104228,10.626823704877882,28.50748755122576,1013.7949319810691,6563.73659642438,32.56275040225718,442.8619522429187,2036.34636892178,13503.640844929452,57471.58980879351,32574.380394553213,88736.49400904229,251.0212199517118,489.2104131616281,8615.202978851785,20376.99220507583,1093.79678569924,8337.580090656193,25691.31319865613,63761.38054154972,56735.02119610296,31620.912632279513,83569.8773337624,250.25026482019254,488.05731136971065,8575.886451735329,19450.24529789176,1090.577677296405,8325.03608845532,25014.534324469263,61531.33952069575,16391.61262954048,3085.1298215496245,6092.745996463768,52.98241369650864,87.35988416898348,362.4626118165379,341.9076782518365,178.00242280548858,1381.482731076436,2570.653425805854,5528.878232251851,15068.527913913653,3082.593334289993,6090.114448900437,52.973023175278335,87.35085922498388,362.45656113875077,341.8816844185071,177.99115577208053,1381.3910348576198,2570.4497585162026,5528.489109077557,46991.11058994801,2635.616927430735,13901.078746248024,26.96190451397094,110.16253289915049,2141.357412712132,1095.0769571775377,800.2268795292143,5999.55540794025,2621.5415320828592,13848.220611407132,46709.9870143948,2635.0061464183505,13899.446637773372,26.961874358846522,110.16167267860907,2140.8934662635866,1094.9527978048693,800.1990915978314,5999.371040546507,2620.9396173428427,13846.609547885315
tomo_2to5,95638.57902278009,52449.55155023994,242348.143301707,2505.2185559856225,3137.1223056553413,18425.780874389515,66672.7304996791,3906.149261548622,20955.507864212243,44245.51325012126,172037.1141472694,81041.10986502471,49938.65347736277,142088.68310213916,2231.7670192888863,2879.3952829410405,17132.308788745635,37230.10552992052,3548.9903059744174,19917.354449510378,38723.251834631184,108556.50569439735,35577.63440180356,9921.726239243511,98686.65216846747,378.7202465503709,623.8727209032454,5506.495989648186,33962.022296317686,1090.9543046855797,5092.477087000416,8228.75027386593,67358.58052374983,21655.914793383232,9757.660963838627,46565.73133566149,370.51401368845023,597.5746016096897,5418.553745034697,19344.578600049877,1040.5184027601358,4932.788132732549,8009.535054273799,36559.26045076246,87734.38035872136,39036.85746095296,201885.5909543244,94.531420198446,498.4318135284351,6065.041415815456,37069.538690483016,1438.1151369692468,9674.369463632323,34863.398793203516,143742.62763967292,70955.13519563444,29272.617783485464,95386.76296593813,92.89025691382298,482.10615249210093,5998.669462837222,20306.716685007475,1415.955914787733,9566.562779332226,23576.91215970774,78105.8851310748,22982.27896952097,4875.521391154422,66708.84452762117,15.454252949445895,40.55571389884759,1465.0228842891065,14451.158578600374,55.35350257727882,716.5078121117206,3209.1794335923205,38037.2187274809,5187.080710556628,4794.532140356476,29204.790569396802,14.870664457329596,39.615990410967484,1427.3303656491316,9130.22692578521,54.44710568040169,699.4340878088997,3038.7418555701556,20172.783708874053,78048.03064248573,49008.33604223555,116484.16966199201,244.04124263530846,531.2213698463285,12028.47193596878,20991.314383103665,1337.3784338227704,10514.64962376162,35248.6160101342,83159.81539105701,77556.67245106412,47679.111753824865,112695.56151909185,243.62843710362836,530.760362512954,12010.370731295407,20590.893576154143,1336.4729691856849,10510.668998951936,34614.37381764819,81854.15535972775,18540.379347967108,3580.058644981284,8013.110348572327,45.254783338534544,82.20406121923493,385.3957771551659,467.9737807455161,254.5921974382641,2062.20544599899,3085.771848300002,7433.278186856939,17789.00087166737,3579.0085761920886,8011.812135461447,45.25333667307439,82.20205403035212,385.3894451842304,467.9650426686566,254.59040894080587,2062.155288665362,3085.657189120729,7433.00408025438,66986.54089000773,2112.473469127916,16037.595873889137,45.14434648867434,185.78632871195578,1731.140877898344,1303.5561574250657,883.1838735497581,6642.915025892166,2103.4862485489243,15979.758072630857,66554.78158221235,2112.0632385090244,16036.01946146532,45.1443224957298,185.7834227441251,1730.796910999949,1303.4233073737494,883.1466675983982,6642.697510907893,2103.0817286896754,15978.202296043433
tomo_3to6,139511.38074416688,87100.69897623734,376898.5536948242,2681.768767698402,3906.3432101272792,23964.423186677668,83515.33634751385,4708.259754595006,29238.912055905505,72535.97264711579,252623.12195655899,114435.29671643779,75798.64181896232,208332.63520936886,2491.1037377451694,3684.277901264315,23086.974543946395,48002.59367777518,4465.629783114278,28379.081672714772,57270.33410230186,159922.67285216847,50132.21551519081,14116.27693176352,141068.22356487607,275.3982191037253,599.0799515428453,6492.430097267123,40649.47248205829,1075.9337452627353,6347.981253924059,11724.710213758375,89676.44403727957,26138.3698014713,14019.623665718971,66936.67475986131,271.6395209520508,582.7018321795267,6370.125740038582,23645.401591552967,1044.2470376828032,6207.057889531732,11203.541791387624,51004.318894638884,131591.4487581954,73711.60831897464,338870.7899153714,142.8630453487505,688.5851634817813,8062.468411751686,47340.414747000075,2383.563778908357,16381.906231958525,61914.84525279506,224631.4155847496,104311.3313537447,51818.173315471606,159241.83956633744,141.47683931862798,666.4982221766481,7943.133938298591,27022.4682666217,2336.2174760741937,16186.344073208646,39739.58088881858,127002.01955756187,36274.12337031929,8099.292154309399,103963.5274106974,22.00048843622323,55.57702187432741,2047.2718076295669,19446.43230209594,90.62272482385262,1127.5356394300886,4725.090560358977,52487.01390515324,8319.158957544829,7979.708056173456,45931.76649741871,21.190780944967912,54.32615895651741,1989.9649470948814,12356.366310913925,89.10370402786634,1097.785093433422,4490.674054243289,29285.369080503053,108717.94841875757,63226.958649367516,147823.29570723884,276.1452579204065,501.96953820640846,16326.693932519713,22027.406106202387,1795.3647538736095,15202.53585664362,42610.24097718886,109245.7874275472,108229.51223641908,62156.60566588282,145836.8809815575,276.0801878522456,501.90733356624634,16310.23157928359,21856.208594083815,1795.3170129005118,15202.125226197282,42181.10541208881,108528.1535515106,19841.103776454438,3484.5296633933476,9860.251858366697,44.4500616251672,66.9643432835924,290.8943937868985,463.2866258716275,285.9901366529259,2784.539639240431,3117.6995141977663,9304.672588237874,19578.854443900258,3484.2710516930415,9859.777165995796,44.44816351171127,66.96284929919605,290.89193767326,463.2821533345949,285.9888614114848,2784.500289115493,3117.636399610838,9304.488190535785,97694.87479425744,944.493321516206,14152.132229924247,85.72023699003739,248.61396139624685,693.6944141337715,1062.1789153458187,761.0342465996619,8176.0179508257,943.9005551141847,14124.867852705911,97146.10488953762,944.4231955816538,14151.591970644982,85.72008775507355,248.6089777153878,693.6463771544189,1062.1407990042417,761.0016888345997,8175.802692222644,943.8306099490393,14124.32965383072
tomo_4to7,244321.52794516803,194422.2243861733,697665.0250381437,5327.416554848582,7255.56781534796,36479.578898406966,111312.77858953644,8143.858833776981,57182.24493469208,140688.72860766438,423412.51482601446,205072.4037435008,146239.73051383102,387490.74327926233,5030.627394409974,6948.370188098959,35852.58711059058,68249.65378574368,7856.24061336209,55845.834302184165,98105.79411289733,282319.29624553456,79731.43220026794,28922.32756317333,241130.0900205135,277.29210680384364,763.4687936348896,10013.31774729695,55095.08864449092,1625.595885674904,10941.526728054494,23119.827555032385,137876.08043007168,41796.76105676151,28617.17159598386,120545.0914987756,273.93601290135337,744.6216696338017,9796.832332619773,33646.36179156457,1595.0406910887964,10785.259382857508,21444.41871426675,85231.3681604634,232418.18455410638,178087.71538978638,654439.242421299,237.26355949115663,1090.4371157791206,15293.25136432844,70587.39820723687,3594.4520248862445,26500.987945926125,128003.0724781224,393728.57115901203,190955.4114205548,113853.35027975311,324433.24234228657,235.68967883149904,1054.7074665995308,14973.832934266215,43080.20042462627,3532.5481260374813,26205.498449614974,76139.92134932047,241164.54397804974,56767.7144196163,16413.70306476247,176254.55413813266,33.72602723109375,92.36977225065911,3335.2410040572304,27239.559987364,181.36913413729528,2064.078354807268,8086.444290954654,75076.89547178725,14708.419607817628,16072.03378901495,81295.32365099226,32.5706880588863,90.29163297858457,3219.433324782328,17984.265928835433,177.1619071385864,2010.4532398633467,7782.161714218442,45632.83487515167,194708.3299281304,92139.57826963397,246610.8967737044,913.954790456486,1120.7381576644514,17350.84221137219,24646.860221605744,2549.582758006879,25372.4767604747,56068.405981818134,180486.7176229254,194110.63716710854,91281.55844947435,245139.89509371453,913.8196332969763,1120.6538721749496,17343.640598873455,24575.338485508928,2549.497895232065,25371.02160470802,55792.97456316524,179985.47726174718,29696.008584149775,3326.059605099777,13689.82909629012,44.82914041015723,80.56608321692627,578.5559838500302,844.9328435945744,611.2380287397273,5563.416559679869,3068.5882792332113,13037.396761156011,29566.199004277718,3325.983351919084,13689.601311319278,44.828614645043565,80.56556598166655,578.5536650582371,844.9272400232921,611.2369130749786,5563.383386831368,3068.560930285415,13037.27995347524,178554.98514353923,398.34192515208116,14006.606934509336,151.07477697812203,286.3828819462409,334.7393512296512,1094.4645610780815,385.30400155452486,7392.903934955369,398.31511030690797,13976.131189354448,177932.10369774417,398.33169100546104,14006.415381722194,151.073915424178,286.37938810168265,334.73201388045817,1094.4510870608447,385.2944593333837,7392.8058595448665,398.3048774969803,13975.940099327641
tomo_0and1,10725.01510042903,3558.9577995026443,17774.532059966696,499.91559604026884,170.20967008834427,1502.75565012963,6219.037709352407,622.7905655080642,2342.923160709875,2859.6015440496426,13142.748736357633,9842.004775898431,3401.075951782705,12150.546641796935,434.3723844451253,152.5257673652474,1482.74558916148,4394.601231882269,548.5273349862509,2197.077238364157,2726.623209016424,9272.125242646069,4117.734960984625,446.2834022719311,4873.664716518517,20.291412648906018,10.812022567829207,323.2442806753917,1694.1958015811213,59.499759142772334,308.3855120194901,374.8354233532816,4024.77141076888,2731.793950914201,446.0114118741967,3033.0805431522663,19.83118908254268,10.651421744805123,320.575944682971,1434.902612720615,59.47299730611679,307.9182208745287,375.6016249717162,2541.3430300438267,8424.340944455413,2561.9982197711265,11091.651432069702,16.468838889538187,27.4053633318673,1326.6731922144095,5315.782554332512,44.149090519498216,581.2790067784076,2507.6800430886005,9679.400450779889,8234.861166707,2309.5353921902333,7496.202215998161,16.42049060452895,27.015710454991165,1317.1735340415423,3437.1396356294968,43.753006149022106,578.6024900568407,2129.9158301370344,6515.091405675542,770.9479180373949,152.10479625230846,2348.2258480677065,0.30012681495785903,0.680601742705526,65.59138312764576,580.449334812605,4.071767381942872,55.25105201717393,144.93018722327187,1949.8752465813134,314.70410081644724,151.11395350583598,1455.4694431853736,0.2979216781305464,0.6764439647081791,63.79511838868609,498.34485234805663,3.8953457509388776,53.896946919585915,131.91098694847435,1204.5166139778,10474.604298504833,3404.618195729494,16111.706467381626,49.99839297375261,35.001556984953936,1304.2245441124232,4732.087766954127,148.89191171931077,1117.3678070581457,2806.2357133777273,11220.789512506874,9604.408830532142,3165.258389735223,11329.793371505128,49.97964760555164,34.98082205605741,1303.5024719646801,4021.8051197801597,148.20413371387468,1114.6911652870974,2640.727525744283,8967.9090078372,3771.148314085012,238.84912502457098,538.5382775504262,0.515411025904647,0.6263148386024396,134.96088026150773,13.606678563332778,9.198353251740485,84.30490584428948,183.2317453813414,454.38157224101803,2063.765409356142,232.0419712109519,530.4922935654367,0.5152673062229381,0.626180006443493,134.633334885196,13.584016805397205,9.196285129729253,84.27743820926636,182.89090004644942,453.50085872489774,8042.56244844972,1257.835459023492,3267.8980922422124,6.195894477489043,9.37625480293137,406.326014265354,123.64540885556607,27.420487364033104,450.97988151579045,1241.0546190706984,3243.975768413801,8029.653187327292,1257.0026576311836,3266.7948723365994,6.195605985504956,9.375586625359158,406.25603011694625,123.61460007592737,27.41884446075523,450.95944220898133,1240.2496588788565,3242.902973561138
tomo_0and2,19521.36349873915,5990.864108407687,29978.33832234174,1059.36034837647,750.9831110064151,2694.2268982959818,11768.546702228537,1295.309222172712,4878.2515465357965,5254.344276544069,24341.291796061643,18010.342737543615,5604.647836349621,20007.840447995295,818.5567226111626,661.0401898439354,2650.435190369068,8500.237874651066,1088.050551692637,4445.148351852895,4887.668989917001,17080.92997734175,6388.581142562787,792.3586740498544,8847.587697164132,105.42147429301919,34.654213639343986,581.483904769403,3272.934877631394,169.74398625864995,629.4234201203141,698.076030900395,7164.039297759193,4200.719541721966,768.3852794090939,5760.814399060839,98.54808067131763,33.30075414874758,570.7484483411625,2776.585009842054,164.93922498653515,619.8360942063272,695.7502811241843,4590.80905792316,16118.737415677984,4752.450425042061,21011.74361203863,21.388375818385235,80.93295561587018,2290.8128738700743,10161.268181634041,290.36221145225363,2132.5306579044463,4620.186056978373,18271.592091712468,15663.692640861846,4345.726355357792,15008.922191212268,21.265903242110085,79.6255829659644,2270.414658809845,6507.999046231882,289.7049984943236,2130.0167221973375,3830.68066953984,12350.136726208302,1696.7294778023331,335.3562393786195,4930.0816773237675,0.944194055005219,2.4253695193477527,139.57809742628314,1310.704252898911,3.7674933132345663,79.62740373041505,311.13298924373214,4097.103770866513,819.0720482527449,335.1782571462651,3340.8142186180457,0.9319473188071257,2.3998612374031874,136.56510267153988,1085.9311051125746,3.7225722526909246,78.90049073423366,285.799935927695,2576.038165704887,18818.656603371885,5789.177922182927,26632.643974398714,29.360554102411918,73.45637836726729,2410.2936373743833,10004.44157297754,420.69779265969345,2588.575581632321,5115.210333092401,22146.976451080576,17494.03353170116,5243.760925545525,18266.70075493995,29.352574058939517,73.43395624336068,2402.8642242315113,7731.863379124441,419.2946389741756,2583.8818778702225,4614.735932616351,15848.211826987746,5553.567484421637,303.4757021299042,677.9102959884891,4.498102562954351,3.364452707804428,157.27135238231622,21.691386722071975,69.0871610602562,291.25515950454843,262.1177577944683,627.3841238257913,3098.3396983248485,292.2454880931464,664.8456785197196,4.494277897442884,3.3629411352716487,156.9553195073643,21.66403765668682,68.9100642962055,290.67691053181187,261.6888773610896,626.2661274562976,15144.484327532533,1854.4626861271538,5571.1431140084915,4.488323762839417,14.405627824174024,450.72840517962726,324.76510190062424,245.51657024966073,1913.4433188788973,1831.3162941888163,5532.516199621359,15052.702745476727,1853.4861083718201,5569.661667042033,4.488188875985364,14.404542430558218,450.67069482551017,324.65262552075694,245.5059034120519,1913.3580809830917,1830.371627477705,5531.0744117535405
tomo_0and3,24072.590547005282,8701.864438665883,41166.65721155683,882.5553957950855,759.6527370221816,1779.0656334221098,10937.454777505352,955.35663308797,5481.719642502736,7723.830716825444,33167.645427899086,21898.12960903502,7779.865199158455,27337.723792261724,735.6840966020717,693.0115816988089,1734.0689560620192,7946.835531744436,837.547087774076,5039.854216451697,6783.050499028843,23439.022661189454,7419.608526031076,1167.6967227412708,12762.870687260893,174.38884424899243,71.53326269708482,676.4209169232621,4919.605484545595,248.26483035559036,884.0884478193037,1040.7921959669345,9913.65583929495,4340.640618000557,1125.5753241251311,8536.629305630051,162.33523264435377,68.50434455556837,650.6122297971935,4010.1461392885467,235.8163807633493,860.2195269431539,1031.577223769812,6828.305037954371,20579.438124354554,7416.364734497756,33081.613270496484,29.65806710184679,108.79007255501135,1487.0805912708543,9654.678879484023,185.9702319039118,1804.7284827215728,6970.926999387549,27441.375001010787,19574.413204381788,6589.106136828392,23695.644237763085,29.54340295125635,107.71776363562849,1481.6850688809175,6404.221708511326,185.5307315287408,1801.504994756542,5473.255224182255,18717.073653897245,3054.3851731259733,547.7121835856668,8091.37454487836,1.6470457801155727,3.8533310445974203,180.916472312606,2171.146946749595,3.325845617674685,97.55565785483195,491.5204182342323,6365.889737343082,1552.4162228075593,543.662943171734,5628.355349911147,1.6208522517933726,3.7995768235656104,178.18963210520315,1722.604294571736,3.2987764933489885,96.89548249273068,456.514433460798,4190.940762169872,22725.88126048343,7870.651352338619,32669.739489885887,33.15088070743132,92.22988879272586,1495.393725938738,8136.182980651421,326.90419552228656,2295.478004746055,7081.18287195877,28208.952257702895,21131.445641502236,6609.386807104544,22396.33100563916,33.13486895622754,92.20134717394798,1494.3859829042628,6256.382460933437,325.4593588391252,2289.9862608812996,5912.303806531816,20009.37973254748,6150.991039377555,325.2769677250179,712.3302660721257,4.359018488982801,3.3714221425937967,171.5853110583178,32.48695595862792,88.91224120599512,341.6188519960894,284.67612536793706,663.8425841193289,3432.5796192357293,314.4983536925436,699.9616481843308,4.354999528247597,3.3697126985127133,171.24934224155064,32.44553818191062,88.6171143660763,340.728445616815,284.24175794509944,662.7147700723095,18465.344456707433,1139.9853899646687,5517.129465469669,20.196236766763906,59.21937601242205,906.465656013416,503.2910689388098,130.4920953795192,1371.2776855604036,1127.5201294606213,5479.733436023271,18339.45150154069,1139.331152325303,5515.536560112354,20.194379061091077,59.215265010134814,906.1727505438172,503.13707606559245,130.49015333078873,1371.22588130037,1126.8908877613899,5478.194566587122
