logp_cosmo_full,logp_all_full,logp_cosmo_fisher,logp_all_fisher
-34017.8154217614,-34565.4476711463,-26595.080467252308,-26884.26334732441
-24723.220407282162,-24586.174578191294,-33593.661195149245,-33368.6892745367
-9623.071389322962,-9520.569279718766,-8345.913039677707,-8301.384277397
-11164.704316236586,-11342.734827928929,-13545.207677012604,-13716.516045303566
-8728.057660684097,-9035.605728050028,-10292.652625722087,-10846.505095150273
-4149.436108172114,-3579.2009006591256,-4667.033867745901,-3956.8527173202815
-49198.168785016125,-52152.661795064414,-36978.887447956164,-38737.91699158946
-1018.6356410410069,-1241.8453483403193,-949.9590620269561,-1141.4696703451477
-26447.852443758904,-27248.947849678934,-36718.351948531585,-38349.26178651257
-2760.1998256807506,-2428.315080521941,-3033.8912371647325,-2643.4684062839474
-90608.98355751901,-88790.04299425123,-63063.93810531086,-61672.53020172118
-9021.691591605839,-9090.836195946089,-7783.586238027388,-7783.278647678926
-234.26659643333574,-286.5053141273608,-231.11470565424597,-280.8337962047345
-11475.399697385028,-11785.296101244996,-13891.657362363412,-14437.532453692183
-3712.1252041883217,-4028.2456146739864,-3342.6596672969686,-3580.0493674141244
-2769.0710002001438,-3094.2149792499786,-3000.7773633102142,-3395.538977377596
-11830.619119580426,-11761.798924736608,-9970.658223618053,-9933.432112593086
-73951.64846470562,-76835.50381680341,-52615.157864661654,-54288.45708590496
-1907.6082022205378,-2131.0837217227468,-1821.9052372511592,-2015.5765092421116
-1274.4968765621759,-1808.406087940506,-1181.2285187913983,-1648.3398130347198
-4107.4253973857185,-3766.453070567668,-3737.965203849612,-3466.3013653681473
-165.87368270464165,-180.34472351514253,-143.58069516978279,-160.72242868709733
-4361.0369245723405,-4725.6426232843805,-4878.787994619982,-5350.271652445315
-7665.410524533549,-7497.999475552441,-8956.81875396327,-8757.84534444838
-11245.323000971724,-11799.197844022576,-13669.753766042011,-14483.957992677988
-25010.716368600708,-23287.622304170927,-19980.611630187275,-18985.368455996108
-30275.879025884624,-31097.329962430704,-23693.93303110473,-24070.920505892274
-1069.2954095794355,-1225.747974082183,-1125.6083603700022,-1300.8065624273954
-48325.72287104912,-46948.81526523965,-36460.56173926681,-35706.480804398976
-52749.82102086674,-52815.097976877245,-39192.82489736551,-39488.284331742914
-11574.343436111354,-12002.514886977655,-14076.013495116347,-14782.753134376211
-8291.51130998376,-8251.261283318212,-9763.806562688738,-9711.285739066296
-19220.112764840072,-18324.10150849093,-15749.3975950121,-15122.939594314697
-34328.56690500524,-34954.814732994404,-50454.990265829365,-51548.310580698795
-103.9441466249677,-214.60546281629468,-116.94873632217517,-228.70845676299845
-1438.054625937391,-2286.6674185630113,-1337.3306134283955,-2076.124891332249
-12304.090835602323,-13058.866483705076,-15126.633592361519,-16306.350302674757
-6469.807352185152,-6593.550619246214,-5671.625568447202,-5737.73452294083
-21374.972743110015,-22120.78484742434,-28265.520083911542,-29479.69640865664
-21316.722289485653,-21254.428524408242,-17471.914731633155,-17433.236191530505
-28623.98579975029,-30661.651572902352,-22806.375208266778,-23943.180058179743
-4371.615988540076,-4576.487770126892,-4011.6477925885956,-4174.679920418752
-2249.1609482322915,-2639.247274137121,-2434.131943813668,-2915.7981106009925
-1925.0534531066826,-2018.2006919888663,-2056.491628212091,-2173.2214903241543
-4824.147153163752,-5222.926705695602,-5434.3433306823845,-5935.035789774926
-21281.27380594516,-22867.67144989552,-17491.072915108016,-18312.884981017574
-486.17161883959,-631.471459395801,-450.0419189866603,-582.0562585556983
-6198.090602023782,-6785.964303381724,-7134.871903459815,-7885.363925931174
-3251.6252342233533,-3061.9715270235397,-2939.2429138804205,-2789.4117689382724
-49427.034399168675,-46956.11781561513,-37124.079141529,-35749.159043383515
-896.6555371037439,-1179.1125224233617,-979.9644644662839,-1297.1741952298348
-2017.314453849225,-2210.161595316329,-2221.5809391286584,-2446.987609445823
-4064.579163393859,-4493.977800009235,-4461.588569433776,-5025.495807802517
-3166.1311305821496,-3587.925180049974,-3510.641314871195,-4029.5566969278298
-11836.875154840498,-12815.905850245312,-10020.998084223038,-10623.917450130119
-488.61012069115736,-698.7373491058343,-504.9524429002821,-730.1710611941563
-4017.600354941863,-4821.715710524342,-3716.7301461622615,-4382.513224891112
-28527.884745728727,-27774.61427878562,-40037.275616388404,-38778.39383728001
-12524.961425560958,-12676.17884271158,-15355.008179947874,-15589.287089413912
-26500.039461570883,-26652.444288167062,-36520.864172086636,-36520.38687282158
-1230.6954136001384,-1289.2766919523856,-1259.4206029998722,-1330.9887548103793
-3321.996945078746,-3042.0995291260065,-3646.2436362014796,-3327.37814005889
-812.0353120363411,-826.6131182611609,-851.7740656182732,-874.3141285441687
-3462.9850084843665,-3068.575005062966,-3131.2795287291087,-2811.8917760106997
-920.8164917704416,-1199.2210832353637,-999.307065893227,-1320.6464743348001
-2052.5138789933076,-1738.432751340394,-2217.8554752512923,-1859.9855775266983
-424.4150505112802,-676.5957247127947,-410.51417485473144,-680.7691581002746
-38873.50659730103,-38713.41114111454,-59192.4169781276,-58476.30141882237
-22275.00092202358,-21593.307643399694,-18200.63123606735,-17683.992522095643
-8824.803364066749,-8154.543858207521,-7742.778734215126,-7231.654486221442
-1809.4752852222593,-2330.9061884746825,-1670.8558922093862,-2106.660252315096
-204.63921942861043,-242.77720391697304,-216.7862312257236,-250.6698617723772
-19029.472543475113,-20441.155758397672,-15623.994109420215,-16648.875714123966
-15919.412831051666,-15481.404457614182,-13129.7422940302,-12796.089939428239
-21002.757906553135,-21167.355000184667,-16991.619008352314,-17085.358381152942
-42935.6735907672,-45050.22076002332,-32369.618622898648,-33658.16086598594
-3467.163805627773,-3210.780931347076,-3870.0537875540763,-3562.253792788946
-32227.202332792815,-34656.90817965041,-25459.125400344317,-26928.945302216554
-3595.412747558616,-3099.4919289400073,-3988.680770630655,-3361.8578040496664
-3746.1871808474457,-3381.2077130861453,-4136.731531803862,-3721.366993176752
-5522.630160303974,-4965.025759146829,-6287.89701122105,-5542.183309204853
-9371.969620849193,-9190.14544778866,-11214.551821285344,-10903.208249302004
-1871.4653572151703,-2038.0327581363763,-1725.1710714148626,-1867.5967487270452
-1445.1223714672435,-1796.615183310485,-1330.4273057669006,-1629.1271095447617
-21876.92649666498,-21516.547530216627,-29365.317268142924,-28847.735173859255
-122.56186496051565,-208.0993642212041,-139.0501748028175,-224.36769488409067
-32484.265713913624,-34374.063813710665,-25420.52997706692,-26545.17407608016
-170.5370813527241,-340.64175891551423,-158.6198552494451,-327.3191616746036
-23952.08504826265,-24246.525340268836,-19317.054071533777,-19359.04660815805
-2798.6152509758745,-3262.520481286264,-3074.402309189751,-3639.856839357748
-9749.8123555535,-9256.426513464787,-8540.916172956458,-8168.71737868315
-3756.0161060536175,-3676.487943203102,-3379.8910411015977,-3302.9191711732874
-235.14382420019493,-324.6281244292876,-224.80948165612025,-316.438209715735
-11015.521279517203,-11802.316448583051,-9413.459969480908,-10093.233492586514
-71366.44178116345,-78030.45587494694,-50963.27162858061,-54096.31330330647
-464.0934813365043,-706.5025566163544,-428.45976538719987,-648.740567956291
-29463.686355881113,-29202.205443676932,-23146.67226576104,-22763.77411257562
-3941.7011678495714,-3970.9499259077857,-4377.436153441962,-4442.027063002338
-9694.326141993211,-10079.16037964181,-8326.908339919026,-8560.281772595805
-11707.512356593392,-12151.040936945255,-14225.430151901137,-14931.823338718055
-20020.77350068926,-18978.109649579685,-26180.371618218127,-24283.015156309855
-22722.870281463755,-22453.98874825887,-30478.89412887104,-30167.766797371507
-3027.7033727480543,-3579.1249940674247,-2763.4748987977746,-3221.198414307528
-21279.35537644779,-22294.140734297718,-28048.763460571237,-29921.328038727166
-1012.7404433246295,-928.6304457231059,-1080.4973976311187,-987.2819579273431
-12983.390722955268,-13537.890602994072,-15997.819247576275,-16886.89440791441
-220.75112198946795,-366.65353012929904,-230.20867086559048,-367.71835645331316
-6809.992780955608,-7582.184425611716,-6016.083065226953,-6615.080645752861
-31990.304488273043,-31600.361801969037,-24944.159705835093,-24744.745877820485
-15943.579613090893,-15603.332639090637,-20147.85727743171,-19531.238640454376
-22000.476666701492,-21806.230581029355,-29298.844046577495,-28917.52852030847
-14438.206769987935,-13982.243854742448,-18061.419980814244,-17459.0649701692
-8701.979700623602,-8948.940095312955,-10300.865492583585,-10658.630614121366
-26263.16125756982,-28118.99745123764,-21144.00978998979,-22186.330202507408
-23787.454564585292,-23917.85063355674,-32078.203032461122,-31958.814705066667
-6286.887996547373,-6717.975239181525,-7193.583161504638,-7751.926671519758
-13.67619018959736,-178.04951613340643,-11.77187059306134,-179.23720572007497
-342.6441149296957,-773.4006309702299,-313.1004763603804,-701.5923123363061
-21038.4284620839,-20584.9549887862,-27847.057830610294,-27136.352872260704
-25840.46017640304,-25835.705092320975,-20947.75059982256,-20950.77569670724
-810.2803935753014,-864.2937880240478,-758.8284933057564,-803.9239286989775
-5392.635396310565,-5781.40507308118,-6102.678905984736,-6642.79606496232
-29743.19960766418,-29334.26690403523,-41861.199358586724,-40730.82825612473
-2823.8127212576715,-3233.624751214274,-3071.598310684961,-3559.340315029766
-5291.518818378412,-5524.504457372114,-5971.277616574051,-6236.609222293911
-11122.78423806059,-10880.65895147926,-13572.984678825966,-13345.364105455928
-13284.263511328985,-14562.919034329987,-11094.224869327674,-11949.85525474464
-130.3854617003294,-204.64267855983405,-114.85965152323467,-189.80742189586806
-8174.129019527067,-8074.063276620045,-9490.120025002847,-9376.77300234568
-6590.822211455544,-6968.854372823,-7630.449416633382,-8119.943263466315
-9705.382707758487,-9400.974341391922,-8316.571671067013,-8048.683032254377
-14880.572298524758,-15543.520284959599,-18688.5892769264,-19727.760680684773
-316.32913439408077,-371.03283522367065,-261.99139561333106,-317.7371216731622
-25194.036442271718,-25158.342459451866,-34261.92814482592,-34471.333747588185
-497.7933692182225,-635.6988174722418,-517.6519177053761,-663.9100756407476
-16221.488257773959,-15948.850740316342,-20682.07248031116,-20303.957314827887
-27763.530715618752,-27613.52931628134,-38708.15104711051,-38607.280553229095
-9331.516937210276,-9062.003383593124,-8028.607223754692,-7853.227391742042
-16050.32889314058,-15749.01103924721,-20344.498808515764,-19883.148065308204
-9459.618006118444,-9733.816411597403,-8137.740190661706,-8346.710599038654
-1438.0884058879112,-1337.1005044221756,-1368.8064787991912,-1277.0356167377895
-39360.7375747881,-44632.7812716979,-30086.1426481168,-33140.33265051438
-846.4893275702505,-1426.9920228788455,-787.9385852663755,-1302.1068555070042
-12942.412257107882,-13710.767634799231,-10968.534037725725,-11482.985005265085
-21109.45433677813,-23508.735803297513,-17511.101304532516,-19095.333253773486
-12549.067495776619,-13258.79222740197,-15396.30023057491,-16409.763631177237
-1045.4531788358183,-778.3683337148248,-1114.0060993875047,-817.1881741710308
-9543.860986776248,-9749.528966131693,-11158.554792888806,-11421.151458423026
-3142.936996801592,-3261.2517235851,-3502.7970972272383,-3656.907907441596
-1497.0422127062013,-1882.2532109057695,-1428.373665155398,-1753.1614327321865
-154.08984111595947,-235.0302398514303,-152.09358256649307,-229.88551225936152
-6726.434591534508,-6089.0900197687015,-5909.023520113296,-5427.827934124375
-4886.63394604865,-5148.8668751756,-5430.956936957083,-5752.450585495808
-2428.866775738419,-2323.403064008955,-2630.371121124768,-2501.782135528886
-8756.105886401076,-9568.876066010595,-10386.692010678498,-11473.723193315835
-1019.6875700517539,-1062.4201004990487,-888.6775184620648,-926.1932196850761
-2709.1339731957014,-2598.118676661511,-2856.132595029256,-2702.6248254474935
-4029.8478802354566,-3827.247197028383,-4448.236752029761,-4215.939751239312
-2141.9575132686564,-1964.5121611149882,-2301.607043854482,-2108.0104566469436
-5854.614531438873,-5906.291010118336,-6660.472724723932,-6818.672912877753
-742.0912517610182,-759.1373261810018,-753.0089120185124,-770.5865071893948
-1289.1136200668218,-1378.3326209417562,-1194.887504177882,-1282.753768472648
-48653.49364570133,-51664.13038055912,-36684.41569685416,-38183.11539940924
-2933.584066103751,-3287.379159230242,-3195.3708789621855,-3659.5821822406333
-93.83486403760284,-350.9204786325338,-87.40004036706695,-330.8524813322163
-11394.367497632345,-12386.915472573515,-9866.599395007863,-10569.096492810108
-505.3688554110599,-503.63538815516847,-531.5945526568202,-529.7207926780837
-28790.73660347428,-29431.461091712805,-40469.20785813408,-41579.62127819983
-1638.6548224954074,-1502.0522685480162,-1535.2349929977295,-1408.9552627472085
-1338.0804297383404,-1713.7470925131413,-1404.1185789507704,-1831.6485831383272
-15161.758559123882,-15543.665355837365,-12708.928224023157,-13094.36327664194
-711.6698718645079,-810.2076976962636,-662.3804659888166,-756.4618076041257
-17997.00324261242,-18670.38309887828,-23192.000080761194,-24372.15385918334
-1028.9071632516636,-1313.2577185638804,-969.5534924151686,-1220.5906396554349
-6319.204956371649,-7003.297284224946,-7189.072108475011,-8109.9291182262095
-11087.8533453354,-10999.938840850644,-9538.372522694559,-9509.198667763892
-649.2921559685714,-792.399613360892,-613.9169012298125,-736.1570259241136
-23964.41597378637,-24132.113189887637,-32617.414894712907,-32839.61440959154
-128.55983403876732,-266.2173557765215,-172.86864177562725,-323.44975981698576
-21.527406862271317,-135.75093926705773,-19.74147403904749,-134.13050352649137
-12510.345021913907,-12504.357097233866,-15311.564858732212,-15237.141231361535
-812.9507527550957,-820.0320004802276,-792.6137612246653,-793.6220882836358
-24662.262041391026,-24898.344005364204,-20146.127854398685,-20229.627251324106
-8025.858012384516,-8454.003057797907,-9348.408821370193,-9909.911324985966
-2008.161087785305,-1873.5253881636195,-2170.744973158893,-2031.408393967734
-1729.1885736998204,-2064.387526431993,-1566.2504724497844,-1849.3569080246664
-18549.92296846573,-18693.17544872608,-23771.2770149521,-24065.140355410298
-55.736205643342615,-190.5377738984079,-29.91478154784007,-153.56912980006834
-256.8937649505684,-374.2611954539925,-260.4539799411518,-370.3777126173629
-17245.071887256967,-16815.1177994914,-14156.84137078284,-13887.193806214407
-17616.367653526235,-17997.352021157658,-22388.120770917336,-22896.642924380536
-608.3727278671447,-812.0798529307933,-603.2279967162578,-790.2396294885297
-555.9210140467554,-885.4596446461686,-642.3085251450575,-1015.0520593932229
-17971.466051989915,-17318.418297514898,-23071.00157806153,-21935.71221478152
-92482.1181179098,-90674.67353413758,-63720.8206462737,-63096.533361389695
-1287.6107299885957,-1610.5476008743747,-1211.3575692626666,-1497.7333285749194
-19645.998334760363,-20172.42542094016,-25506.20342804825,-26423.70060071227
-1675.0550226154533,-2165.204797118254,-1436.6686405723203,-1842.6761882529775
-2193.4654175719693,-2707.0257480700557,-2358.416389606667,-2953.742414892743
-30389.92026000843,-29812.92186378076,-24289.988190237407,-24019.826991788133
-670.487106439979,-628.8480319248672,-622.746651787221,-583.1177082639459
-9795.905234023923,-9839.661146874063,-11595.28945779621,-11729.392967478632
-2523.708418744772,-2884.3033577021465,-2353.708594589172,-2646.675532161064
-9438.284548444046,-10308.209070121946,-11140.971301012716,-12482.048745803435
-77685.1340273718,-80452.8171310422,-55510.16902186116,-56700.45590297068
-39424.483566790936,-41499.72168182904,-30114.60040217887,-31144.402599371413
-771.5487592406002,-889.1585154971559,-754.3535719348329,-882.8778668027783
-39269.17285877292,-40132.114818680435,-30508.866006718905,-31040.261814750218
-9348.469654331251,-8592.691622759055,-8158.642465561648,-7605.633171492095
-17267.976635061277,-17072.29505886111,-22053.16004623919,-21884.989873288992
-7394.871815671168,-7876.798887437917,-6576.960321428613,-6894.698183320218
-25604.01553729329,-24372.27333708403,-20440.14162868183,-19502.556117860666
-37762.189650830085,-37826.53425399218,-57037.770503882675,-56766.913352383206
-19325.49586984356,-19916.428094426323,-25111.922864365853,-26230.934205975365
-12138.045710664903,-13251.302761752144,-10349.571750106079,-11130.26291282847
-54985.64247139201,-53700.17498299962,-40535.519356912824,-40071.675488937835
-1554.2123606171713,-1790.428499977763,-1450.7430751375975,-1648.6435983268357
-103.05236564480032,-192.67843604790622,-95.51916351905008,-190.32282286500765
-16233.663991836806,-16658.21674422977,-20664.8715899352,-21451.422179230634
-17483.870053749906,-17289.28161534774,-22383.067096519102,-22072.883047868345
-28311.45154003602,-28438.963271568038,-39513.038131000016,-39677.83856496621
-76831.74097423351,-78973.5676533627,-54533.55868146588,-55760.59274199032
-11381.669494095117,-12339.833772115717,-9776.669856212988,-10428.261697139302
-6081.08916893385,-6224.764917744505,-5349.416553790033,-5471.537989720484
-5717.050423156336,-4563.686537441083,-5074.180613687563,-4164.443426335122
-6380.258419930831,-6947.361510514657,-7261.89641947443,-8015.873147899046
-18162.447463149827,-18472.702799044306,-23300.438241956457,-23690.39494242486
-2679.1655713187606,-3063.1004040444036,-2918.8849611454802,-3412.939862554043
-29851.26518474902,-30470.07272944401,-23640.472372662036,-24235.586054836363
-3220.2136196339584,-2760.689194713188,-2992.5777222958936,-2604.636011865704
-893.6107979116118,-1271.7330535251353,-921.8486892705918,-1347.6744685419553
-11388.050711544844,-12695.101276610267,-9608.437056613486,-10539.614520270568
-8340.39594222609,-8859.765287890994,-7308.275677858412,-7743.758176358656
-216.50207861891533,-271.2602009053773,-191.5933534828056,-248.62425792976077
-4560.389233038244,-4434.629788675863,-4103.8631562858345,-3983.197000166319
-2094.8814087105106,-2616.17441391655,-1946.2062762639803,-2367.0139089567883
-109.55531464195289,-209.7387685945792,-111.62401639318507,-211.14274338838246
-283.1706295143015,-244.31773751643067,-286.2225482038755,-249.89629639313833
-293.39908692792386,-373.287382174866,-310.8865410697613,-391.3088259069255
-4020.0698557049395,-3966.492108931689,-3652.3025167593705,-3620.0623501730806
-1995.1817418521132,-1840.749960542416,-1835.1910808035889,-1703.1782953592826
-19188.35319966711,-20043.65423232979,-24938.545890491052,-26501.15102419413
-5213.360862595632,-5986.584427433043,-4648.224180278322,-5276.900281359747
-10485.628588316044,-10071.363473310961,-12656.411067350917,-12120.846817185871
-6288.36331102156,-7440.4083622687995,-5511.211393895453,-6372.591199992895
-12856.858585782895,-13146.861415445468,-15827.076489949435,-16161.955721725446
-3436.724547452615,-3996.2435193893425,-3775.982254787598,-4523.624067572249
-7828.3522576505275,-7784.0884223750145,-9089.590433828773,-9068.961658252001
-12640.505039018104,-11590.929600639203,-15531.463555567023,-13852.77790185103
-77347.40014039556,-84139.61912423164,-54924.114886350886,-57957.99411010465
-22747.89167265855,-25008.220907484905,-18410.540129939403,-19874.592255182622
-2055.473704060281,-2727.645961331635,-1867.1276714045491,-2423.9863687049465
-1223.8323835452081,-1287.1073594383477,-1268.9447264462397,-1345.117805839568
-4123.532637471186,-4284.660291599144,-4597.08497596056,-4785.566055290545
-3633.626537007955,-3607.7869615788554,-4007.158708265329,-4006.7581174518427
-279.56147894634336,-665.1544151257851,-303.32554520385605,-723.1102275567858
-11746.219837920413,-11371.941078533111,-9940.397308109474,-9693.30897948462
-5598.10923817303,-5314.71862074698,-6365.63889198909,-6025.585588198306
-28723.58677351758,-28574.841002504996,-39688.01471818838,-39664.49235894452
-18936.347112928906,-18617.801727830647,-15792.820936959528,-15513.590453872861
-1310.1667459384628,-1717.1026802068754,-1392.9226297553955,-1857.8341121836845
-94969.17320340156,-94472.30834946995,-65911.55608861288,-65757.03800365455
-35946.95104744409,-32458.834429998013,-28018.698157225426,-25958.746630021014
-401.86252441009714,-546.1778226921872,-419.988151909695,-579.0322793904687
-6439.183122747631,-6933.211790981072,-5756.958337901952,-6126.530736806184
-34757.4964632077,-36770.63139242825,-26930.327846396398,-28004.671940450822
-219.15586033201956,-342.16184419458085,-234.5401849557527,-354.17595191662207
-296.28165829807756,-355.90195935904603,-262.16094151745574,-321.0423002014469
-5575.1026077608785,-5711.2341971319875,-5115.447400051974,-5246.946833494051
-17662.856464652137,-17834.415933714543,-14751.569573571562,-14893.245912080187
-9707.685273291818,-10289.664089965416,-8425.797230123075,-8825.110998629085
-1972.764740353448,-2333.255730203916,-1851.1576740373575,-2160.220933931288
-16999.236072396176,-18241.397260533082,-14199.597218672718,-14961.016904946746
-256.7602851261684,-255.2780151973717,-241.11246623370832,-243.37322338897928
-18040.90496523262,-17724.759649687385,-23416.69067309415,-22981.823268773496
-4476.93634802116,-4731.310260659212,-4008.3372460681762,-4193.035889021475
-136105.43033633172,-143979.14479245202,-89279.95671398134,-92523.36945892664
-6189.459008427345,-6423.54342394908,-5406.662222623559,-5546.486309416757
-5782.723854858011,-6421.624335445421,-6534.8763035519505,-7379.1900113160245
-184.47051488851406,-382.35814213056807,-171.66524713310923,-371.9600408929763
-19614.08484923361,-19874.933920874664,-25651.534385678377,-25874.111732616122
-9833.060277995895,-9131.858151290695,-8533.525011002432,-8004.789374222445
-16157.853753524107,-15537.232693159687,-20706.148358621802,-19771.684524073098
-24788.146878661086,-24069.935508249047,-33940.13107952785,-32649.00579959434
-2398.997198445668,-2599.857864999902,-2199.252026574879,-2381.6742783344735
-9214.367781563744,-9626.197690903864,-8097.532136918812,-8355.744104462761
-78858.74538444857,-80211.87714763732,-55772.23043774922,-56421.385098750245
-1399.2008023309008,-1427.6276848022253,-1483.3601091564049,-1513.4770435175528
-30101.256236142108,-26966.926219677352,-23722.228269081133,-21722.69688425498
-15892.718818685824,-16324.702455600129,-20149.58646545252,-20819.79802636755
-416.24555580477585,-532.227948672325,-411.30273720501754,-527.2768444134362
-18642.22813789219,-19321.835272690943,-15578.561964041246,-16110.135349931525
-1380.1734120523236,-1253.2163819241887,-1463.4070425477662,-1314.471172861592
-59667.2668222005,-62395.525524183606,-43802.452731495236,-45277.955587072174
-30794.033312907315,-31121.91494942073,-24733.486136021384,-24962.36790928953
-845.964244654873,-1237.139637589433,-908.12045721028,-1353.5792091606027
-117949.30745695962,-117405.30920038153,-78519.54068160367,-78020.21903385177
-25882.45154300254,-27206.359670635225,-35317.00149412414,-38066.96950042012
-13003.56669243974,-13098.249978438424,-16037.813357217527,-16288.028682565815
-154.3742689923528,-329.87971578057653,-157.83058869532576,-344.6286557711278
-2578.694065610286,-2816.450516981931,-2374.7272522712797,-2563.8960056825085
-20799.775136366952,-19701.3302126261,-27450.81751374249,-25356.361872040896
-7870.751082424573,-7300.075347263183,-9121.38737962765,-8322.399198841145
-8206.988751659974,-8485.664456052315,-9643.179237918072,-10024.074776721485
-20798.25768907549,-20922.153695198896,-27392.57787338166,-27547.49662681572
-11915.750201582634,-12775.310209338944,-14563.416747852327,-15859.317417086224
-268.62823976145984,-605.4096835166752,-255.24268886857584,-569.8219163706644
-58105.16470447762,-57909.59568873599,-43028.44598935517,-42810.59051873502
-135950.80541406779,-136045.24772891347,-88215.11709097205,-88267.53559776425
-2571.641470623675,-3101.4649730022893,-2768.7569510426188,-3408.7015799523524
-3094.456319484073,-2692.062099377267,-2810.4178790692827,-2473.6252110375844
-64628.79055513756,-64434.414252594244,-47013.02987431523,-46850.3984084416
-1385.5974942205812,-1242.9357705881532,-1478.287379649948,-1317.1291361613278
-53467.94822880739,-51631.45906408622,-39644.53804018787,-38581.21923143992
-104.40878763565782,-288.34025961594887,-114.48110574225721,-309.42116056443524
-6746.749295631622,-5783.858233384283,-7786.0003944266855,-6492.464561977272
-23577.51114404268,-22983.5256358555,-19049.587666302963,-18539.81466715846
-14094.728398083202,-13988.251452769588,-11816.67574452076,-11735.302224683468
-679.2006633816719,-659.971699023785,-717.068374426876,-698.3860172232127
-620.2248837747301,-296.25313764711564,-597.1908297850459,-292.550564532298
-623.8361203987819,-680.2517160408377,-681.1758710288129,-744.6492828114413
-16385.115982290572,-17255.914208636554,-13806.01263017033,-14421.275399265756
-15273.721440375088,-14830.988506589021,-12879.563332364689,-12566.343177633735
-56077.45534037522,-57490.45988033888,-41351.912708685,-41706.72244565176
-86.38947772408716,-140.2687310219102,-82.41755624663844,-140.5834800048344
-3948.7466494061637,-3928.6124495138138,-4424.557471722932,-4418.42665412777
-13409.596587329908,-12360.178462884256,-16613.111799694867,-14910.32228595055
-1865.4139791010482,-2253.479403116565,-1736.558869416937,-2071.308178813632
-6212.93222813932,-6583.518124083137,-7067.588820608708,-7550.4347427818375
-10396.219926717564,-11125.327579228633,-12296.437844593636,-13365.789781835376
-200.1840492043567,-259.2256031318139,-216.41512478633956,-282.08216633080224
-3011.179809583207,-3347.4609047340746,-3279.366831752732,-3713.993505062499
-40919.00289871609,-41889.73046638966,-31552.39522287428,-32251.87044487963
-2700.4883058811874,-3432.463350655039,-2981.7273206503505,-3873.852297248968
-12226.016528654374,-11651.403334808141,-14916.228655888617,-14126.711140611418
-4163.614611942101,-4565.732994291824,-3825.6276283677744,-4145.997349689816
-41869.62831405852,-42386.43115126023,-64969.369618131066,-65678.58981031532
-26350.32856316455,-27636.3855389182,-21011.728045270513,-21875.694022125732
-5386.660742824037,-4964.090042683239,-4803.875682446525,-4452.437151332724
-45638.81932816118,-42464.4401883476,-34647.12782170202,-32908.65530999162
-24.882877023053545,-187.11191876137423,-33.2645028367286,-187.27724747840486
-16393.929276270053,-17445.860606124235,-20576.750429373307,-22226.820006567676
-11017.135781143083,-11926.618503583724,-9336.463136518898,-9974.918516514374
-13024.79402386001,-13577.495340067397,-15983.22637981043,-16736.637845320314
-36822.01432766648,-38240.705501573226,-28403.04239572654,-29189.574536330718
-75383.08431925895,-76451.68892725933,-53533.30625907219,-54069.78165302255
-1408.584949903761,-1305.4692132936955,-1293.6037765687413,-1203.0853452448036
-88334.73436158603,-93923.71407694396,-62239.80083031272,-64815.05449043816
-938.6383185458873,-1098.4035827913865,-814.9045291814658,-943.4258043580369
-20372.752507062578,-20962.051581921707,-26864.285680865898,-28122.791761922825
-76.10771603441007,-147.56914886531368,-73.6208044683265,-143.4130269638323
-732.9799977432278,-921.4492865291711,-698.0641963561611,-874.5694461804142
-54143.57710959951,-53768.14082658659,-40301.72689650354,-39706.225556982296
-2737.6461073869564,-2662.643573406441,-2515.3010659165507,-2451.268829622906
-11187.241838294787,-9376.491298069886,-9584.366257066657,-8283.53039541037
-687.1842136940893,-593.1006636443184,-720.6877149737821,-619.7243597605292
-11951.247576245296,-12968.755804876964,-10179.452855949481,-10928.15745485234
-10564.706305384678,-10321.919439499245,-8998.852048669787,-8779.919168763083
-13027.2957267086,-13030.698774399501,-10929.56967494704,-10889.534360584023
-15336.969829823502,-16159.640573619195,-19367.957975973757,-20760.825525829696
-2327.363761782777,-2151.36332047028,-2511.3550545516223,-2319.813063922192
-68.6949566065675,-172.72443486340066,-71.02886944771494,-172.69835986106077
-6543.413079652936,-7280.5594229911,-5815.946304043687,-6292.362937285734
-1590.0849245419133,-1765.5776526091304,-1652.884192501481,-1858.4306121223628
-1003.4672551527922,-1001.1021700273637,-962.513100239111,-957.5636820895311
-21383.307742017347,-22698.61117302497,-28077.73786395241,-30372.95692976429
-24085.996462426363,-24384.615044679234,-32576.65311580442,-32994.29643286703
-29441.025229463794,-29802.8673267602,-41132.46113113833,-41955.727292767675
-34320.97581939777,-33819.56743172826,-50143.48397272939,-49103.26439837589
-1742.4519357546997,-2131.204748179818,-1849.0073547940142,-2304.4886111993746
-2039.0396957670914,-2296.7050137456367,-2195.8045476368643,-2503.618728581166
-2059.798970023896,-2232.7990944779503,-2208.9212864075535,-2423.9855989065645
-2587.189735437847,-2599.906724174948,-2790.5675852509144,-2819.0152276615117
-46.87561606939922,-86.25114634256938,-46.754770396847945,-86.59628035095596
-50560.29401586182,-55384.750722611614,-37855.22205094987,-40372.52532067699
-32408.94172683933,-32198.6693883731,-47138.35768536078,-46741.43896364326
-12938.499822960612,-13756.635033294815,-11183.293091013828,-11728.07015116869
-3178.113508013599,-3593.3151953837,-2950.1367459908506,-3287.0771223603915
-109350.2662729543,-113120.84086607378,-73347.36257164716,-74435.39572446895
-24403.743185764826,-24161.410405964736,-19833.55498503884,-19691.612027419025
-1434.2413751277977,-1748.7444885279958,-1555.7441326145258,-1924.4021363076358
